aqi_category,co,nh3,no,no2,o3,pm10,pm2_5,so2,timestamp
3.0,235.94,10.45,0.06,3.32,111.98,65.23,29.89,1.42,2025-04-09 13:00:00
3.0,254.7,12.78,0.0,4.18,105.71,65.95,30.28,1.49,2025-04-09 14:00:00
3.0,270.03,14.87,0.0,4.44,100.85,65.66,30.45,1.53,2025-04-09 15:00:00
3.0,278.89,16.93,0.0,4.46,94.87,62.86,29.83,1.5,2025-04-09 16:00:00
3.0,295.1,19.69,0.0,4.71,88.74,61.46,29.7,1.51,2025-04-09 17:00:00
3.0,311.4,22.19,0.0,5.01,83.12,60.97,29.69,1.51,2025-04-09 18:00:00
3.0,314.98,23.81,0.0,5.02,78.06,59.94,29.37,1.46,2025-04-09 19:00:00
3.0,313.27,25.13,0.0,4.59,75.56,59.16,29.16,1.4,2025-04-09 20:00:00
3.0,308.96,26.19,0.0,3.99,75.28,58.63,28.85,1.38,2025-04-09 21:00:00
3.0,303.19,26.23,0.0,3.47,75.34,57.96,28.3,1.34,2025-04-09 22:00:00
3.0,305.87,26.85,0.0,3.36,72.84,57.92,28.22,1.26,2025-04-09 23:00:00
3.0,311.83,27.08,0.0,3.37,70.42,58.43,28.27,1.2,2025-04-10 00:00:00
3.0,315.68,26.28,0.0,3.44,68.88,58.85,27.97,1.23,2025-04-10 01:00:00
3.0,325.37,24.68,0.04,3.89,68.01,59.3,27.18,1.37,2025-04-10 02:00:00
3.0,330.4,22.38,0.34,3.93,72.0,60.03,26.48,1.57,2025-04-10 03:00:00
3.0,302.73,17.59,0.45,2.88,88.16,58.5,25.26,1.48,2025-04-10 04:00:00
3.0,294.18,16.14,0.36,2.13,101.81,60.44,26.94,1.51,2025-04-10 05:00:00
3.0,283.95,14.86,0.24,1.51,115.79,62.8,29.57,1.6,2025-04-10 06:00:00
3.0,216.13,7.4,0.08,0.64,126.36,58.25,26.43,1.64,2025-04-10 07:00:00
3.0,193.01,5.65,0.05,0.52,125.49,56.93,25.36,1.39,2025-04-10 08:00:00
3.0,183.14,5.16,0.04,0.54,123.69,54.4,23.87,1.24,2025-04-10 09:00:00
3.0,176.99,4.95,0.03,0.58,122.29,51.46,22.28,1.15,2025-04-10 10:00:00
3.0,172.85,4.92,0.04,0.64,120.68,48.79,21.02,1.07,2025-04-10 11:00:00
3.0,170.25,5.02,0.04,0.73,119.35,46.63,20.01,0.98,2025-04-10 12:00:00
3.0,178.92,6.36,0.04,1.11,117.55,46.26,20.1,0.98,2025-04-10 13:00:00
3.0,197.82,8.87,0.0,1.62,115.15,47.58,21.36,1.11,2025-04-10 14:00:00
3.0,217.03,11.24,0.0,1.88,113.33,49.1,22.89,1.3,2025-04-10 15:00:00
3.0,232.22,13.46,0.0,2.07,109.7,49.03,24.01,1.45,2025-04-10 16:00:00
3.0,249.75,15.2,0.0,2.25,107.83,48.14,25.02,1.55,2025-04-10 17:00:00
3.0,263.56,15.51,0.0,2.29,108.4,46.0,25.56,1.52,2025-04-10 18:00:00
3.0,270.5,16.14,0.0,2.39,105.28,43.57,25.58,1.28,2025-04-10 19:00:00
3.0,277.71,17.96,0.0,2.49,99.63,43.52,25.82,1.0,2025-04-10 20:00:00
3.0,280.98,19.9,0.0,2.48,93.28,44.6,25.86,0.8,2025-04-10 21:00:00
3.0,282.56,22.86,0.0,2.55,85.19,45.77,25.68,0.68,2025-04-10 22:00:00
3.0,287.67,27.32,0.0,2.73,78.54,47.18,25.65,0.65,2025-04-10 23:00:00
3.0,295.73,31.61,0.0,2.98,73.86,48.97,25.91,0.68,2025-04-11 00:00:00
3.0,305.59,35.11,0.0,3.3,69.71,50.88,26.12,0.75,2025-04-11 01:00:00
3.0,326.66,36.93,0.07,4.07,65.06,53.05,26.27,0.89,2025-04-11 02:00:00
3.0,352.88,36.28,0.59,4.52,64.21,55.42,26.52,1.09,2025-04-11 03:00:00
3.0,308.59,20.89,0.4,2.64,90.57,54.6,24.87,1.49,2025-04-11 04:00:00
3.0,299.15,17.32,0.29,1.91,103.06,55.36,25.63,1.62,2025-04-11 05:00:00
3.0,295.9,16.14,0.21,1.45,114.27,56.97,27.47,1.77,2025-04-11 06:00:00
3.0,235.93,8.41,0.1,0.73,123.88,39.6,19.72,1.36,2025-04-11 07:00:00
3.0,207.05,5.74,0.07,0.56,123.34,30.51,15.31,0.98,2025-04-11 08:00:00
3.0,200.41,5.14,0.07,0.56,122.38,26.6,13.48,0.86,2025-04-11 09:00:00
3.0,201.26,5.0,0.07,0.61,123.04,24.24,12.41,0.82,2025-04-11 10:00:00
3.0,206.06,5.2,0.08,0.72,123.74,23.06,12.05,0.84,2025-04-11 11:00:00
3.0,211.92,5.43,0.07,0.88,124.67,22.21,11.81,0.87,2025-04-11 12:00:00
3.0,226.64,7.26,0.06,1.61,121.61,22.49,12.01,0.93,2025-04-11 13:00:00
3.0,248.11,10.45,0.01,2.48,115.79,24.25,12.73,1.02,2025-04-11 14:00:00
3.0,267.04,13.27,0.0,2.9,111.17,26.57,13.57,1.12,2025-04-11 15:00:00
3.0,289.33,17.05,0.0,3.59,101.15,28.99,14.51,1.15,2025-04-11 16:00:00
2.0,320.67,21.54,0.0,4.51,90.14,32.59,15.9,1.16,2025-04-11 17:00:00
2.0,344.42,25.04,0.0,5.24,81.45,35.97,17.07,1.12,2025-04-11 18:00:00
2.0,351.38,28.17,0.0,5.56,74.55,37.84,17.52,1.02,2025-04-11 19:00:00
2.0,350.68,32.59,0.0,5.37,70.04,39.39,17.84,0.95,2025-04-11 20:00:00
2.0,348.62,38.7,0.0,5.07,67.08,41.08,18.33,0.93,2025-04-11 21:00:00
2.0,346.9,45.25,0.0,4.86,65.1,43.01,19.28,0.94,2025-04-11 22:00:00
2.0,346.41,49.88,0.0,4.7,62.12,44.94,20.22,0.92,2025-04-11 23:00:00
2.0,348.98,52.38,0.0,4.63,58.69,46.79,21.03,0.89,2025-04-12 00:00:00
2.0,352.24,51.75,0.0,4.61,55.26,48.27,21.47,0.85,2025-04-12 01:00:00
3.0,365.24,47.71,0.11,4.87,52.35,50.16,21.73,0.89,2025-04-12 02:00:00
3.0,382.37,42.03,0.72,4.67,55.27,52.6,22.24,0.98,2025-04-12 03:00:00
3.0,319.33,23.26,0.43,2.55,93.92,51.07,19.79,1.7,2025-04-12 04:00:00
3.0,311.96,20.57,0.3,1.76,107.52,52.71,20.99,1.82,2025-04-12 05:00:00
3.0,304.08,18.2,0.2,1.22,119.95,55.1,23.31,1.9,2025-04-12 06:00:00
3.0,236.94,8.63,0.09,0.56,132.46,38.5,17.46,1.59,2025-04-12 07:00:00
3.0,213.17,6.35,0.07,0.45,130.58,33.23,15.82,1.23,2025-04-12 08:00:00
3.0,204.87,5.93,0.07,0.45,129.27,32.53,15.56,1.16,2025-04-12 09:00:00
3.0,204.99,6.5,0.08,0.55,128.72,33.29,15.95,1.15,2025-04-12 10:00:00
3.0,207.93,7.63,0.09,0.74,126.7,34.63,16.51,1.15,2025-04-12 11:00:00
3.0,212.4,8.86,0.09,1.04,125.2,35.92,16.96,1.18,2025-04-12 12:00:00
3.0,234.37,13.93,0.09,2.48,117.63,38.13,17.87,1.27,2025-04-12 13:00:00
3.0,269.33,20.55,0.01,4.32,105.46,41.77,19.34,1.38,2025-04-12 14:00:00
2.0,300.41,26.24,0.0,5.34,96.5,46.08,20.96,1.47,2025-04-12 15:00:00
2.0,321.86,32.1,0.0,5.89,90.01,49.51,22.11,1.54,2025-04-12 16:00:00
3.0,340.73,38.04,0.0,6.28,86.5,53.02,23.27,1.64,2025-04-12 17:00:00
3.0,354.31,42.43,0.0,6.6,83.1,55.8,24.21,1.68,2025-04-12 18:00:00
3.0,357.22,43.41,0.0,6.64,78.44,57.2,24.77,1.56,2025-04-12 19:00:00
3.0,356.78,43.56,0.0,6.32,73.62,58.54,25.36,1.4,2025-04-12 20:00:00
3.0,352.75,42.91,0.0,5.83,68.95,59.53,25.71,1.24,2025-04-12 21:00:00
3.0,343.97,40.69,0.0,5.32,64.31,59.78,25.66,1.06,2025-04-12 22:00:00
3.0,337.3,42.16,0.0,5.0,61.99,60.72,25.81,0.99,2025-04-12 23:00:00
3.0,334.44,46.09,0.0,4.86,61.14,62.34,26.38,0.99,2025-04-13 00:00:00
3.0,332.9,49.15,0.0,4.82,60.01,63.15,26.41,1.0,2025-04-13 01:00:00
3.0,342.36,47.75,0.08,5.15,57.12,64.44,26.26,1.03,2025-04-13 02:00:00
3.0,360.65,43.22,0.63,5.1,57.3,66.51,26.44,1.07,2025-04-13 03:00:00
3.0,316.78,26.14,0.55,3.15,87.17,67.06,25.53,1.4,2025-04-13 04:00:00
3.0,309.39,21.68,0.38,2.18,102.12,68.59,27.46,1.49,2025-04-13 05:00:00
3.0,304.28,19.33,0.23,1.47,116.3,73.25,31.21,1.57,2025-04-13 06:00:00
3.0,240.02,9.68,0.08,0.58,130.77,70.17,28.14,2.61,2025-04-13 07:00:00
3.0,224.54,7.86,0.06,0.44,130.6,68.31,27.61,2.45,2025-04-13 08:00:00
3.0,222.42,7.61,0.06,0.45,130.29,69.14,28.36,2.4,2025-04-13 09:00:00
3.0,224.95,7.77,0.06,0.51,130.93,71.32,29.66,2.42,2025-04-13 10:00:00
3.0,228.93,8.27,0.07,0.64,130.65,73.73,31.01,2.48,2025-04-13 11:00:00
3.0,233.79,8.86,0.06,0.86,129.99,75.95,32.21,2.55,2025-04-13 12:00:00
3.0,256.84,12.62,0.06,2.18,120.63,77.86,33.77,2.55,2025-04-13 13:00:00
3.0,291.85,18.58,0.01,3.93,107.22,80.36,35.56,2.51,2025-04-13 14:00:00
3.0,322.95,24.5,0.0,4.99,98.6,83.36,37.22,2.51,2025-04-13 15:00:00
3.0,341.24,29.93,0.0,5.58,92.82,84.84,38.04,2.5,2025-04-13 16:00:00
3.0,358.22,34.51,0.0,5.97,88.72,87.07,39.0,2.48,2025-04-13 17:00:00
3.0,369.83,38.22,0.0,6.26,84.32,88.94,39.72,2.41,2025-04-13 18:00:00
3.0,370.81,41.47,0.0,6.26,79.51,89.56,40.07,2.26,2025-04-13 19:00:00
3.0,369.58,45.03,0.0,6.03,75.68,90.86,40.62,2.11,2025-04-13 20:00:00
3.0,365.67,47.45,0.0,5.6,72.15,91.8,40.92,1.95,2025-04-13 21:00:00
3.0,358.94,48.91,0.0,5.2,68.69,91.91,40.8,1.77,2025-04-13 22:00:00
3.0,358.27,53.68,0.0,4.99,67.0,93.19,41.27,1.73,2025-04-13 23:00:00
3.0,362.88,59.42,0.0,4.97,66.28,94.68,41.8,1.74,2025-04-14 00:00:00
3.0,370.46,64.59,0.0,5.08,65.58,95.4,41.88,1.79,2025-04-14 01:00:00
3.0,391.04,66.7,0.08,5.72,62.94,96.85,41.82,1.88,2025-04-14 02:00:00
3.0,422.89,64.17,0.68,6.08,62.58,98.87,41.79,1.95,2025-04-14 03:00:00
4.0,412.5,50.64,0.84,4.82,80.46,102.03,41.04,2.19,2025-04-14 04:00:00
4.0,399.44,38.68,0.56,3.4,100.6,105.58,43.11,2.19,2025-04-14 05:00:00
4.0,377.39,30.73,0.32,2.21,120.66,112.23,47.49,2.28,2025-04-14 06:00:00
3.0,245.34,10.4,0.09,0.68,135.92,96.93,39.85,3.81,2025-04-14 07:00:00
3.0,212.21,6.73,0.07,0.5,133.54,85.47,36.49,3.58,2025-04-14 08:00:00
3.0,203.77,6.0,0.07,0.5,132.38,82.19,35.6,3.4,2025-04-14 09:00:00
3.0,201.25,5.78,0.07,0.55,132.39,80.66,35.2,3.24,2025-04-14 10:00:00
3.0,199.89,5.92,0.07,0.66,131.57,79.88,34.99,3.15,2025-04-14 11:00:00
3.0,200.42,6.21,0.07,0.87,130.52,80.22,35.14,3.17,2025-04-14 12:00:00
3.0,222.6,9.7,0.06,2.21,122.18,82.57,36.82,3.29,2025-04-14 13:00:00
3.0,263.08,14.87,0.01,4.16,109.04,86.77,39.62,3.4,2025-04-14 14:00:00
3.0,301.66,18.65,0.0,5.37,98.96,91.38,42.32,3.4,2025-04-14 15:00:00
3.0,328.41,21.72,0.0,6.11,90.22,94.03,43.92,3.25,2025-04-14 16:00:00
3.0,353.35,25.13,0.0,6.65,83.69,97.07,45.5,3.09,2025-04-14 17:00:00
3.0,371.58,28.85,0.0,7.11,78.32,99.14,46.44,2.93,2025-04-14 18:00:00
3.0,374.65,34.19,0.0,7.2,74.5,98.85,46.17,2.77,2025-04-14 19:00:00
3.0,374.22,40.92,0.0,6.97,73.09,98.73,45.86,2.69,2025-04-14 20:00:00
3.0,370.68,47.26,0.0,6.53,72.2,97.95,45.19,2.61,2025-04-14 21:00:00
3.0,364.24,52.5,0.0,6.11,71.23,95.87,44.07,2.46,2025-04-14 22:00:00
3.0,362.15,57.83,0.0,5.83,70.48,94.14,43.06,2.32,2025-04-14 23:00:00
3.0,362.16,62.52,0.0,5.66,69.51,93.01,42.42,2.21,2025-04-15 00:00:00
3.0,362.12,63.84,0.0,5.59,66.07,90.86,40.93,2.03,2025-04-15 01:00:00
3.0,376.85,60.54,0.13,6.04,61.62,89.65,39.21,1.92,2025-04-15 02:00:00
3.0,402.22,54.13,0.81,6.14,62.07,90.09,38.51,1.9,2025-04-15 03:00:00
3.0,384.68,39.36,0.88,4.72,83.0,93.39,38.53,2.31,2025-04-15 04:00:00
3.0,376.77,32.65,0.55,3.27,104.11,99.24,43.01,2.46,2025-04-15 05:00:00
4.0,364.11,28.61,0.3,2.13,124.38,109.16,50.5,2.66,2025-04-15 06:00:00
3.0,232.81,9.89,0.09,0.66,136.72,94.47,40.3,4.0,2025-04-15 07:00:00
3.0,192.36,5.97,0.07,0.47,133.35,75.39,32.93,3.54,2025-04-15 08:00:00
3.0,181.11,5.25,0.06,0.47,131.35,69.38,30.7,3.28,2025-04-15 09:00:00
3.0,185.09,5.76,0.08,0.65,131.7,70.92,31.85,3.4,2025-04-15 10:00:00
3.0,197.03,7.17,0.11,1.02,131.22,76.04,34.58,3.7,2025-04-15 11:00:00
3.0,209.76,8.44,0.12,1.59,130.13,80.83,36.89,4.01,2025-04-15 12:00:00
3.0,238.8,12.67,0.09,3.2,121.77,83.96,38.76,4.14,2025-04-15 13:00:00
3.0,280.58,18.59,0.01,5.15,108.37,86.45,40.49,4.07,2025-04-15 14:00:00
3.0,318.19,23.78,0.0,6.27,98.6,89.57,42.1,3.96,2025-04-15 15:00:00
3.0,340.29,29.25,0.0,6.84,91.72,90.3,42.38,3.76,2025-04-15 16:00:00
3.0,359.93,34.97,0.0,7.19,88.36,91.93,42.86,3.7,2025-04-15 17:00:00
3.0,374.59,39.64,0.0,7.5,85.13,92.93,43.19,3.61,2025-04-15 18:00:00
3.0,376.12,43.73,0.0,7.49,81.59,92.45,43.01,3.41,2025-04-15 19:00:00
3.0,374.52,48.21,0.0,7.07,79.11,92.21,43.06,3.21,2025-04-15 20:00:00
3.0,371.79,51.53,0.0,6.47,76.53,91.48,43.06,2.99,2025-04-15 21:00:00
3.0,365.41,51.04,0.0,5.89,73.56,89.57,42.53,2.79,2025-04-15 22:00:00
3.0,364.95,51.29,0.0,5.56,70.76,88.85,42.7,2.65,2025-04-15 23:00:00
3.0,368.28,52.52,0.0,5.41,68.02,88.45,42.96,2.55,2025-04-16 00:00:00
3.0,370.0,52.56,0.0,5.37,65.12,87.84,42.85,2.52,2025-04-16 01:00:00
3.0,385.82,48.79,0.08,5.83,62.69,89.12,43.13,2.74,2025-04-16 02:00:00
3.0,410.13,43.16,0.57,6.09,64.89,91.89,43.82,3.25,2025-04-16 03:00:00
3.0,406.9,33.17,0.78,4.95,85.01,96.79,46.45,4.54,2025-04-16 04:00:00
4.0,410.98,29.86,0.59,3.81,105.45,101.72,51.46,5.2,2025-04-16 05:00:00
4.0,407.44,27.17,0.33,2.61,129.8,109.09,59.34,5.95,2025-04-16 06:00:00
4.0,306.42,13.15,0.09,1.04,152.72,108.63,57.66,8.96,2025-04-16 07:00:00
4.0,252.92,8.5,0.06,0.83,146.0,98.6,49.05,6.77,2025-04-16 08:00:00
4.0,232.89,7.06,0.05,0.82,140.94,92.11,44.2,5.55,2025-04-16 09:00:00
3.0,222.96,6.45,0.05,0.87,138.61,88.5,41.31,4.82,2025-04-16 10:00:00
3.0,218.0,6.41,0.05,0.96,136.12,87.39,40.36,4.48,2025-04-16 11:00:00
3.0,216.34,6.6,0.05,1.1,134.33,86.32,39.79,4.3,2025-04-16 12:00:00
3.0,218.93,7.32,0.02,1.33,133.63,84.96,39.44,4.23,2025-04-16 13:00:00
3.0,227.63,8.82,0.0,1.43,134.25,82.52,39.23,4.36,2025-04-16 14:00:00
3.0,240.59,10.71,0.0,1.4,135.95,78.35,38.72,4.61,2025-04-16 15:00:00
3.0,262.62,13.85,0.0,1.9,128.75,71.82,38.48,4.77,2025-04-16 16:00:00
3.0,296.64,17.52,0.0,2.67,119.34,70.04,39.88,4.8,2025-04-16 17:00:00
3.0,323.47,20.06,0.0,3.24,111.27,69.82,40.6,4.56,2025-04-16 18:00:00
3.0,334.58,22.54,0.0,3.51,102.8,68.8,40.3,3.94,2025-04-16 19:00:00
3.0,343.53,25.24,0.0,3.54,95.25,68.48,40.37,3.3,2025-04-16 20:00:00
3.0,351.61,27.88,0.0,3.44,89.21,68.7,40.46,2.86,2025-04-16 21:00:00
3.0,353.82,29.59,0.0,3.32,83.23,68.57,40.12,2.48,2025-04-16 22:00:00
3.0,357.7,30.02,0.0,3.28,77.08,68.69,40.04,2.09,2025-04-16 23:00:00
3.0,362.49,30.45,0.0,3.33,72.0,68.96,40.14,1.83,2025-04-17 00:00:00
3.0,368.24,30.61,0.0,3.47,67.8,69.23,40.07,1.75,2025-04-17 01:00:00
3.0,382.91,29.97,0.05,4.03,65.25,70.55,40.0,1.92,2025-04-17 02:00:00
3.0,401.36,28.7,0.41,4.51,68.15,72.82,40.11,2.31,2025-04-17 03:00:00
3.0,337.24,17.59,0.24,2.41,111.73,69.56,36.62,4.36,2025-04-17 04:00:00
3.0,323.88,15.66,0.19,1.65,125.74,70.01,36.91,4.58,2025-04-17 05:00:00
3.0,318.95,15.07,0.15,1.24,135.51,72.29,38.81,4.61,2025-04-17 06:00:00
4.0,277.11,11.0,0.09,0.73,143.01,74.36,40.07,4.41,2025-04-17 07:00:00
4.0,259.54,9.52,0.07,0.63,142.76,77.96,42.18,4.26,2025-04-17 08:00:00
4.0,256.63,9.37,0.06,0.7,141.81,79.83,43.42,4.26,2025-04-17 09:00:00
4.0,260.66,9.73,0.06,0.86,142.24,82.28,44.85,4.31,2025-04-17 10:00:00
4.0,264.08,10.34,0.07,1.06,140.78,83.61,45.59,4.24,2025-04-17 11:00:00
3.0,269.02,11.08,0.07,1.38,139.05,84.35,45.97,4.14,2025-04-17 12:00:00
3.0,287.0,13.54,0.04,2.5,131.96,84.97,46.46,3.94,2025-04-17 13:00:00
3.0,313.29,17.07,0.0,3.77,120.07,85.95,47.03,3.66,2025-04-17 14:00:00
3.0,338.26,19.93,0.0,4.43,109.9,87.18,47.65,3.38,2025-04-17 15:00:00
3.0,354.35,22.3,0.0,4.82,99.43,86.72,47.36,3.0,2025-04-17 16:00:00
3.0,372.73,24.43,0.0,5.18,90.62,87.29,47.54,2.61,2025-04-17 17:00:00
3.0,385.45,26.02,0.0,5.46,83.66,87.77,47.64,2.24,2025-04-17 18:00:00
3.0,383.42,26.94,0.0,5.39,77.38,86.84,47.07,1.87,2025-04-17 19:00:00
3.0,379.48,28.38,0.0,5.06,72.68,86.61,46.8,1.57,2025-04-17 20:00:00
3.0,374.29,30.45,0.0,4.62,68.96,86.71,46.45,1.35,2025-04-17 21:00:00
3.0,362.44,32.13,0.0,4.13,66.28,86.45,45.79,1.2,2025-04-17 22:00:00
3.0,350.93,32.72,0.0,3.77,64.69,86.09,45.32,1.11,2025-04-17 23:00:00
3.0,344.99,32.7,0.0,3.58,63.71,85.26,44.77,1.06,2025-04-18 00:00:00
3.0,342.03,31.27,0.0,3.56,63.9,83.21,43.45,1.11,2025-04-18 01:00:00
3.0,357.31,29.59,0.05,4.14,63.94,81.87,42.2,1.32,2025-04-18 02:00:00
3.0,380.02,27.65,0.39,4.52,68.68,80.97,41.05,1.64,2025-04-18 03:00:00
3.0,330.51,18.84,0.28,2.62,101.14,72.42,34.68,2.1,2025-04-18 04:00:00
3.0,319.64,17.11,0.22,1.91,113.55,65.82,31.83,2.05,2025-04-18 05:00:00
3.0,312.04,16.37,0.16,1.46,123.17,61.94,30.79,2.0,2025-04-18 06:00:00
3.0,268.43,11.69,0.08,0.83,134.47,64.88,32.33,2.46,2025-04-18 07:00:00
3.0,253.03,10.03,0.06,0.7,136.29,67.62,34.27,2.65,2025-04-18 08:00:00
3.0,247.04,9.19,0.04,0.73,136.19,64.53,33.34,2.59,2025-04-18 09:00:00
3.0,243.64,8.72,0.04,0.82,135.45,60.86,31.73,2.49,2025-04-18 10:00:00
3.0,245.8,8.85,0.04,0.95,135.57,57.61,30.53,2.47,2025-04-18 11:00:00
3.0,249.72,9.14,0.04,1.12,136.16,54.6,29.74,2.44,2025-04-18 12:00:00
3.0,253.65,9.7,0.03,1.41,135.47,50.19,28.62,2.25,2025-04-18 13:00:00
3.0,256.95,10.5,0.0,1.64,133.4,47.01,27.84,2.11,2025-04-18 14:00:00
3.0,259.49,11.04,0.0,1.74,130.41,45.82,27.66,2.12,2025-04-18 15:00:00
3.0,262.52,11.23,0.0,1.92,125.61,43.1,27.03,2.48,2025-04-18 16:00:00
3.0,273.31,11.33,0.0,2.16,122.03,39.25,26.06,2.96,2025-04-18 17:00:00
3.0,282.65,11.0,0.0,2.32,118.48,35.16,24.38,3.26,2025-04-18 18:00:00
3.0,279.31,10.32,0.0,2.26,112.72,31.02,21.91,3.04,2025-04-18 19:00:00
3.0,275.87,9.81,0.0,2.05,109.45,28.33,19.93,2.73,2025-04-18 20:00:00
3.0,268.57,9.03,0.0,1.77,108.13,25.97,18.04,2.38,2025-04-18 21:00:00
3.0,259.24,7.98,0.0,1.46,108.65,24.09,16.45,2.16,2025-04-18 22:00:00
3.0,254.35,7.76,0.0,1.27,109.03,23.79,15.95,1.89,2025-04-18 23:00:00
3.0,251.37,7.92,0.0,1.15,109.68,24.84,16.27,1.6,2025-04-19 00:00:00
2.0,278.35,19.23,0.0,2.45,82.06,33.58,17.16,0.97,2025-04-20 01:00:00
2.0,281.23,17.04,0.05,2.55,86.27,32.34,15.65,1.01,2025-04-20 02:00:00
2.0,282.83,15.1,0.24,2.35,92.93,31.76,14.52,1.05,2025-04-20 03:00:00
3.0,274.42,12.33,0.23,1.59,107.21,31.03,13.62,1.1,2025-04-20 04:00:00
3.0,270.1,11.27,0.17,1.11,116.43,31.12,13.72,1.1,2025-04-20 05:00:00
3.0,270.59,11.02,0.13,0.86,124.01,32.07,14.73,1.15,2025-04-20 06:00:00
3.0,228.6,6.92,0.08,0.56,135.43,29.84,15.68,1.32,2025-04-20 07:00:00
3.0,195.14,5.1,0.07,0.48,137.11,27.56,14.54,1.26,2025-04-20 08:00:00
3.0,181.07,4.59,0.07,0.49,137.12,26.34,13.52,1.19,2025-04-20 09:00:00
3.0,174.02,4.43,0.07,0.54,139.01,26.14,12.89,1.17,2025-04-20 10:00:00
3.0,169.98,4.55,0.07,0.62,139.87,26.78,12.62,1.21,2025-04-20 11:00:00
4.0,167.85,4.76,0.07,0.77,140.35,28.04,12.59,1.29,2025-04-20 12:00:00
4.0,172.46,5.62,0.04,1.06,141.28,30.55,13.36,1.44,2025-04-20 13:00:00
4.0,186.57,7.63,0.01,1.41,141.28,34.32,15.7,1.7,2025-04-20 14:00:00
3.0,209.5,10.51,0.0,1.58,139.73,39.74,20.27,2.19,2025-04-20 15:00:00
3.0,234.76,13.23,0.0,1.73,134.15,45.39,26.17,2.84,2025-04-20 16:00:00
3.0,257.8,14.74,0.0,1.82,131.68,49.31,30.45,3.27,2025-04-20 17:00:00
3.0,271.64,15.19,0.0,1.8,129.46,50.65,32.38,3.37,2025-04-20 18:00:00
3.0,278.24,16.08,0.0,1.98,121.05,49.53,32.28,3.01,2025-04-20 19:00:00
3.0,286.59,17.8,0.0,2.22,112.29,49.04,32.07,2.6,2025-04-20 20:00:00
3.0,292.71,19.93,0.0,2.32,106.53,48.9,31.65,2.36,2025-04-20 21:00:00
3.0,294.11,22.98,0.0,2.38,102.31,48.28,30.59,2.19,2025-04-20 22:00:00
3.0,295.24,23.9,0.0,2.44,97.28,47.78,29.52,1.93,2025-04-20 23:00:00
3.0,296.73,23.31,0.0,2.51,92.68,47.38,28.62,1.7,2025-04-21 00:00:00
3.0,293.99,21.67,0.0,2.54,90.45,46.3,27.28,1.63,2025-04-21 01:00:00
3.0,295.62,19.58,0.05,2.88,91.95,45.51,25.85,1.83,2025-04-21 02:00:00
2.0,289.4,16.62,0.25,2.78,99.3,43.94,23.92,2.11,2025-04-21 03:00:00
3.0,259.7,11.59,0.23,1.72,119.74,41.04,21.63,2.25,2025-04-21 04:00:00
3.0,249.76,10.62,0.19,1.27,129.71,41.57,22.23,2.31,2025-04-21 05:00:00
3.0,244.59,10.28,0.15,1.01,137.42,42.98,23.62,2.38,2025-04-21 06:00:00
4.0,219.5,7.75,0.09,0.65,145.76,39.76,22.76,2.37,2025-04-21 07:00:00
4.0,194.16,6.28,0.08,0.57,146.25,35.85,19.87,2.09,2025-04-21 08:00:00
4.0,180.53,5.65,0.08,0.57,145.61,34.13,18.21,1.93,2025-04-21 09:00:00
4.0,175.12,5.53,0.08,0.63,146.3,33.93,17.53,1.89,2025-04-21 10:00:00
4.0,172.38,5.76,0.08,0.74,145.26,34.08,17.18,1.9,2025-04-21 11:00:00
4.0,172.6,6.12,0.08,0.92,143.95,34.52,17.05,1.95,2025-04-21 12:00:00
3.0,198.65,10.58,0.09,2.51,133.64,36.95,18.07,2.12,2025-04-21 13:00:00
3.0,244.53,17.36,0.02,4.81,118.56,41.43,19.92,2.35,2025-04-21 14:00:00
3.0,286.96,23.56,0.0,6.29,107.52,46.23,21.67,2.54,2025-04-21 15:00:00
2.0,315.54,28.65,0.0,7.11,98.58,49.82,22.92,2.63,2025-04-21 16:00:00
3.0,334.17,30.45,0.0,7.29,91.84,52.66,24.14,2.67,2025-04-21 17:00:00
3.0,336.82,29.92,0.0,7.02,89.18,54.0,24.9,2.64,2025-04-21 18:00:00
3.0,322.69,27.71,0.0,6.38,87.77,53.12,24.86,2.53,2025-04-21 19:00:00
3.0,319.23,27.48,0.0,5.98,81.97,52.8,25.07,2.32,2025-04-21 20:00:00
3.0,317.56,28.12,0.0,5.48,76.69,53.06,25.25,2.1,2025-04-21 21:00:00
3.0,315.71,29.3,0.0,5.05,72.24,52.56,24.93,1.88,2025-04-21 22:00:00
3.0,323.0,30.09,0.0,4.86,68.68,51.69,24.55,1.71,2025-04-21 23:00:00
3.0,333.85,30.44,0.0,4.77,65.66,50.64,24.0,1.59,2025-04-22 00:00:00
2.0,343.32,29.61,0.0,4.63,63.55,49.0,22.87,1.57,2025-04-22 01:00:00
2.0,366.05,28.39,0.18,5.09,60.7,47.98,22.0,1.64,2025-04-22 02:00:00
2.0,391.5,26.53,0.81,4.96,63.88,47.59,21.45,1.75,2025-04-22 03:00:00
2.0,337.77,16.67,0.63,3.32,98.69,41.77,18.2,1.79,2025-04-22 04:00:00
3.0,311.17,13.85,0.4,2.3,117.22,41.53,18.8,1.78,2025-04-22 05:00:00
3.0,291.74,12.34,0.26,1.63,132.1,42.72,20.4,1.81,2025-04-22 06:00:00
4.0,196.71,6.24,0.1,0.67,144.3,33.8,15.6,1.6,2025-04-22 07:00:00
3.0,167.67,4.71,0.09,0.53,139.86,28.54,12.97,1.3,2025-04-22 08:00:00
