aqi_category,co,coco,day,day_of_week,day_of_year,day_of_year_cos,day_of_year_sin,dew_point,hour,is_weekend,month,nh3,no,no2,o3,pm10,pm2_5,precipitation,pressure,relative_humidity,snow,so2,temperature,timestamp,tsun,week_cos,week_of_year,week_sin,wind_direction,wind_speed,wpgt
3,552.11,3,15,1,196,-0.973118337,-0.23030567,22,19,0,7,36.41,0,7.44,72.41,53.01,35.79,0,1003,74,,0.93,27,7/15/2025 19:00,,-0.935016243,29,-0.354604887,310,7,
3,556.43,7,15,1,196,-0.973118337,-0.23030567,22.1,20,0,7,38.6,0,7.53,67.53,54.86,36.44,0.1,1002,79,,0.85,26,7/15/2025 20:00,,-0.935016243,29,-0.354604887,310,7,
3,561.2,3,15,1,196,-0.973118337,-0.23030567,24.6,21,0,7,38.77,0,7.44,62.6,56.7,37.16,0,1001.9,92,,0.78,26,7/15/2025 21:00,,-0.935016243,29,-0.354604887,130,7.6,
3,565.7,8,15,1,196,-0.973118337,-0.23030567,22.1,22,0,7,37.04,0,7.34,57.65,58.22,37.71,0.7,1002,79,,0.7,26,7/15/2025 22:00,,-0.935016243,29,-0.354604887,310,7,
3,570.49,8,15,1,196,-0.973118337,-0.23030567,23.1,23,0,7,34.89,0,7.33,53.22,59.76,38.23,0.6,1002,84,,0.63,26,7/15/2025 23:00,,-0.935016243,29,-0.354604887,130,7,
3,577.49,3,16,2,197,-0.969009826,-0.24702218,24.1,0,0,7,33.16,0,7.42,49.49,61.54,38.81,0,1002.4,92,,0.58,25.5,7/16/2025 0:00,,-0.935016243,29,-0.354604887,0,0,
3,585.1,3,16,2,197,-0.969009826,-0.24702218,20.1,1,0,7,32.27,0,7.59,46.39,63.36,39.4,0,1002,70,,0.57,26,7/16/2025 1:00,,-0.935016243,29,-0.354604887,310,4,
3,604.38,3,16,2,197,-0.969009826,-0.24702218,22.1,2,0,7,32.01,0.3,7.82,45.29,65.28,40.26,0,1003,79,,0.63,26,7/16/2025 2:00,,-0.935016243,29,-0.354604887,50,7,
3,629.38,3,16,2,197,-0.969009826,-0.24702218,24.1,3,0,7,31.28,1.13,7.3,52.82,68.38,42.2,0,1001.8,84,,0.74,27,7/16/2025 3:00,,-0.935016243,29,-0.354604887,0,0,
3,433.63,3,16,2,197,-0.969009826,-0.24702218,23,4,0,7,11.37,0.22,1.84,105.52,52.95,31.07,0,1003,70,,0.93,29,7/16/2025 4:00,,-0.935016243,29,-0.354604887,0,0,
3,395.93,3,16,2,197,-0.969009826,-0.24702218,21.9,5,0,7,8.89,0.15,1.11,111.4,45.49,28.06,0,1003,62,,0.94,30,7/16/2025 5:00,,-0.935016243,29,-0.354604887,50,7,
3,381.7,3,16,2,197,-0.969009826,-0.24702218,23.1,6,0,7,8.14,0.13,0.92,114.11,42.18,27.55,0,1002,63,,0.96,31,7/16/2025 6:00,,-0.935016243,29,-0.354604887,360,3.6,
3,358.79,17,16,2,197,-0.969009826,-0.24702218,20.9,7,0,7,6.77,0.11,0.8,113.84,35.87,24.9,0.7,1003,55,,0.88,31,7/16/2025 7:00,,-0.935016243,29,-0.354604887,50,11,
3,334.08,18,16,2,197,-0.969009826,-0.24702218,20.9,8,0,7,5.46,0.11,0.76,110.3,28.69,20.99,6.2,1002,55,,0.73,31,7/16/2025 8:00,,-0.935016243,29,-0.354604887,50,11,
3,316.76,9,16,2,197,-0.969009826,-0.24702218,23.2,9,0,7,4.35,0.11,0.8,106.52,22.76,17.36,10.1,1001.3,60,,0.64,32,7/16/2025 9:00,,-0.935016243,29,-0.354604887,50,3.6,
3,314.02,9,16,2,197,-0.969009826,-0.24702218,21.9,10,0,7,3.75,0.12,0.94,105.25,19.26,15.02,6,1002,62,,0.61,30,7/16/2025 10:00,,-0.935016243,29,-0.354604887,90,26,
3,321.03,3,16,2,197,-0.969009826,-0.24702218,22,11,0,7,3.76,0.12,1.16,104.55,17.72,13.69,0,1002,66,,0.62,29,7/16/2025 11:00,,-0.935016243,29,-0.354604887,50,26,
3,334.95,3,16,2,197,-0.969009826,-0.24702218,23.9,12,0,7,3.89,0.11,1.5,103.04,16.58,12.53,0,1000,66,,0.62,31,7/16/2025 12:00,,-0.935016243,29,-0.354604887,130,7.6,
2,348.29,3,16,2,197,-0.969009826,-0.24702218,22,13,0,7,4.21,0.07,1.94,99.45,15.81,11.54,0,1002,70,,0.62,28,7/16/2025 13:00,,-0.935016243,29,-0.354604887,50,19,
2,358.12,3,16,2,197,-0.969009826,-0.24702218,22.9,14,0,7,4.91,0.02,2.34,95.42,15.76,10.92,0,1002,74,,0.64,28,7/16/2025 14:00,,-0.935016243,29,-0.354604887,50,19,
2,359.53,3,16,2,197,-0.969009826,-0.24702218,23.8,15,0,7,5.44,0,2.43,91.44,15.31,9.98,0,1000.7,78,,0.65,28,7/16/2025 15:00,,-0.935016243,29,-0.354604887,180,3.6,
2,355.95,3,16,2,197,-0.969009826,-0.24702218,23,16,0,7,6.52,0,2.6,85.86,14.9,9.13,0,1002,79,,0.63,27,7/16/2025 16:00,,-0.935016243,29,-0.354604887,50,11,
2,356.87,3,16,2,197,-0.969009826,-0.24702218,23,17,0,7,8.15,0,2.92,80.71,15.08,8.78,0,1003,79,,0.6,27,7/16/2025 17:00,,-0.935016243,29,-0.354604887,130,11,
2,355.35,2,16,2,197,-0.969009826,-0.24702218,22.6,18,0,7,9.33,0,3.14,76.43,15.38,8.58,0,1002.6,77,,0.56,27,7/16/2025 18:00,,-0.935016243,29,-0.354604887,0,0,
2,350.97,3,16,2,197,-0.969009826,-0.24702218,23,19,0,7,10.21,0,3.31,72.38,15.7,8.55,0,1003,79,,0.49,27,7/16/2025 19:00,,-0.935016243,29,-0.354604887,130,11,
2,351.26,3,16,2,197,-0.969009826,-0.24702218,23,20,0,7,10.82,0,3.48,68.35,16.55,8.97,0,1003,79,,0.44,27,7/16/2025 20:00,,-0.935016243,29,-0.354604887,130,11,
2,351.99,7,16,2,197,-0.969009826,-0.24702218,22.3,21,0,7,10.7,0,3.56,64.94,17.56,9.5,0.1,1002.1,80,,0.41,26,7/16/2025 21:00,,-0.935016243,29,-0.354604887,50,3.6,
2,354.13,9,16,2,197,-0.969009826,-0.24702218,23,22,0,7,10.44,0,3.65,61.51,18.56,10,3.7,1003,79,,0.4,27,7/16/2025 22:00,,-0.935016243,29,-0.354604887,50,7,
2,358.47,9,16,2,197,-0.969009826,-0.24702218,23,23,0,7,10.47,0,3.75,58.79,19.68,10.55,12.1,1003,79,,0.4,27,7/16/2025 23:00,,-0.935016243,29,-0.354604887,50,7,
2,365.15,9,17,3,198,-0.964614176,-0.263665493,22.6,0,0,7,10.48,0,3.85,56.59,20.61,11,7.1,1002.1,84,,0.42,25.5,7/17/2025 0:00,,-0.935016243,29,-0.354604887,130,3.6,
2,371.93,5,17,3,198,-0.964614176,-0.263665493,24,1,0,7,10.86,0,3.95,55.05,21.21,11.27,4.6,1003,89,,0.46,26,7/17/2025 1:00,,-0.935016243,29,-0.354604887,130,4,
2,386.32,9,17,3,198,-0.964614176,-0.263665493,22.9,2,0,7,12.08,0.17,4.16,54.62,21.88,11.63,2.9,1004,74,,0.56,28,7/17/2025 2:00,,-0.935016243,29,-0.354604887,180,7,
2,398.31,8,17,3,198,-0.964614176,-0.263665493,22.9,3,0,7,11.91,0.5,3.88,60.43,22.65,12.2,0.8,1003.1,74,,0.71,28,7/17/2025 3:00,,-0.935016243,29,-0.354604887,50,3.6,
2,356.6,9,17,3,198,-0.964614176,-0.263665493,23.9,4,0,7,5.53,0.26,2.17,79.13,16.94,9.21,2.8,1005,66,,0.75,31,7/17/2025 4:00,,-0.935016243,29,-0.354604887,50,15,
2,372.9,9,17,3,198,-0.964614176,-0.263665493,23.9,5,0,7,4.03,0.19,1.86,88.04,13.84,8.48,7.3,1005,66,,0.69,31,7/17/2025 5:00,,-0.935016243,29,-0.354604887,50,26,
2,407.9,9,17,3,198,-0.964614176,-0.263665493,23.9,6,0,7,3.47,0.16,1.95,95.33,12.83,8.75,4.6,1003.5,66,,0.66,31,7/17/2025 6:00,,-0.935016243,29,-0.354604887,90,3.6,
3,445.24,9,17,3,198,-0.964614176,-0.263665493,23,7,0,7,3.08,0.14,2.18,101.49,12.6,9.23,5.6,1006,59,,0.65,32,7/17/2025 7:00,,-0.935016243,29,-0.354604887,50,26,
3,472.94,9,17,3,198,-0.964614176,-0.263665493,23,8,0,7,2.99,0.19,2.22,106.6,13.93,10.78,6.6,1006,59,,0.67,32,7/17/2025 8:00,,-0.935016243,29,-0.354604887,50,26,
3,492.49,9,17,3,198,-0.964614176,-0.263665493,23,9,0,7,3.05,0.21,2.13,111.8,16.31,13.16,6.1,1002.7,56,,0.7,33,7/17/2025 9:00,,-0.935016243,29,-0.354604887,50,7.6,
3,508.85,9,17,3,198,-0.964614176,-0.263665493,23,10,0,7,3.3,0.21,2.1,116.33,19.01,15.59,4.4,1004,59,,0.74,32,7/17/2025 10:00,,-0.935016243,29,-0.354604887,50,26,
3,521.17,9,17,3,198,-0.964614176,-0.263665493,22.1,11,0,7,3.81,0.19,2.35,117.27,20.76,16.79,1.4,1004,53,,0.81,33,7/17/2025 11:00,,-0.935016243,29,-0.354604887,50,26,
3,535.06,8,17,3,198,-0.964614176,-0.263665493,23.5,12,0,7,4.26,0.17,2.94,114.4,20.93,16.49,0.3,1002.5,56,,0.88,33.5,7/17/2025 12:00,,-0.935016243,29,-0.354604887,310,7.6,
3,546.1,3,17,3,198,-0.964614176,-0.263665493,23,13,0,7,5.16,0.13,3.89,108.8,20.99,15.81,0,1003,59,,0.93,32,7/17/2025 13:00,,-0.935016243,29,-0.354604887,50,22,
3,554.95,3,17,3,198,-0.964614176,-0.263665493,23.1,14,0,7,6.46,0.05,4.91,102.8,22.22,15.8,0,1003,63,,1,31,7/17/2025 14:00,,-0.935016243,29,-0.354604887,360,19,
2,562.74,3,17,3,198,-0.964614176,-0.263665493,25.3,15,0,7,7.26,0,5.15,98.19,23.86,16.11,0,1002.2,72,,1.05,31,7/17/2025 15:00,,-0.935016243,29,-0.354604887,50,3.6,
2,561.1,3,17,3,198,-0.964614176,-0.263665493,23.1,16,0,7,7.66,0,4.87,94.54,25.26,16.51,0,1005,63,,1.07,31,7/17/2025 16:00,,-0.935016243,29,-0.354604887,310,11,
2,563.52,3,17,3,198,-0.964614176,-0.263665493,23,17,0,7,8.13,0,4.57,92.16,26.29,16.81,0,1005,70,,1.06,29,7/17/2025 17:00,,-0.935016243,29,-0.354604887,50,11,
2,563.5,3,17,3,198,-0.964614176,-0.263665493,24.8,18,0,7,8.45,0,4.3,89.94,26.82,16.81,0,1003.8,78,,1.02,29,7/17/2025 18:00,,-0.935016243,29,-0.354604887,90,3.6,
2,557.57,3,17,3,198,-0.964614176,-0.263665493,23,19,0,7,8.6,0,3.99,87.28,26.9,16.49,0,1005,70,,0.95,29,7/17/2025 19:00,,-0.935016243,29,-0.354604887,310,11,
2,554.41,3,17,3,198,-0.964614176,-0.263665493,23,20,0,7,8.76,0,3.67,85.21,27.1,16.21,0,1005,70,,0.89,29,7/17/2025 20:00,,-0.935016243,29,-0.354604887,310,11,
2,551.46,3,17,3,198,-0.964614176,-0.263665493,24.4,21,0,7,8.88,0,3.38,83.43,27.41,16.02,0,1003.9,81,,0.83,28,7/17/2025 21:00,,-0.935016243,29,-0.354604887,50,3.6,
2,549.21,3,17,3,198,-0.964614176,-0.263665493,24,22,0,7,9.21,0,3.25,80.71,27.96,15.96,0,1005,79,,0.75,28,7/17/2025 22:00,,-0.935016243,29,-0.354604887,310,11,
2,549,2,17,3,198,-0.964614176,-0.263665493,24.1,23,0,7,9.31,0,3.21,77.59,28.51,15.94,0,1004,84,,0.69,27,7/17/2025 23:00,,-0.935016243,29,-0.354604887,310,11,
2,550.12,3,18,4,199,-0.95993269,-0.280230675,24.8,0,0,7,9.05,0,3.23,74.85,28.9,15.86,0,1004.2,88,,0.64,27,7/18/2025 0:00,,-0.935016243,29,-0.354604887,310,3.6,
2,550.74,3,18,4,199,-0.95993269,-0.280230675,23,1,0,7,8.96,0,3.33,72.06,28.81,15.49,0,1005,79,,0.62,27,7/18/2025 1:00,,-0.935016243,29,-0.354604887,50,4,
2,554.41,2,18,4,199,-0.95993269,-0.280230675,24,2,0,7,9.65,0.1,3.66,70.71,29.06,15.23,0,1005,79,,0.67,28,7/18/2025 2:00,,-0.935016243,29,-0.354604887,50,7,
2,559.4,3,18,4,199,-0.95993269,-0.280230675,25.2,3,0,7,10.4,0.38,3.65,76.78,30.57,15.99,0,1004.4,85,,0.77,28,7/18/2025 3:00,,-0.935016243,29,-0.354604887,50,3.6,
3,517.05,3,18,4,199,-0.95993269,-0.280230675,22.9,4,0,7,6.1,0.23,2.06,104.09,26.05,13.73,0,1006,66,,0.9,30,7/18/2025 4:00,,-0.935016243,29,-0.354604887,360,11,
3,498.59,2,18,4,199,-0.95993269,-0.280230675,23,5,0,7,5.04,0.17,1.42,117.75,24.48,14.06,0,1006,59,,0.88,32,7/18/2025 5:00,,-0.935016243,29,-0.354604887,360,11,
3,487.95,2,18,4,199,-0.95993269,-0.280230675,25.2,6,0,7,4.96,0.14,1.11,125.96,25.54,15.94,0,1003.9,62,,0.86,33.5,7/18/2025 6:00,,-0.935016243,29,-0.354604887,360,7.6,
3,477.77,3,18,4,199,-0.95993269,-0.280230675,24,7,0,7,4.3,0.11,0.92,133.51,23.95,16.22,0,1005,56,,0.71,34,7/18/2025 7:00,,-0.935016243,29,-0.354604887,50,19,
3,466.95,2,18,4,199,-0.95993269,-0.280230675,24,8,0,7,4.01,0.09,0.87,135.49,22.72,16.16,0,1004,56,,0.63,34,7/18/2025 8:00,,-0.935016243,29,-0.354604887,50,19,
3,461.52,1,18,4,199,-0.95993269,-0.280230675,25.5,9,0,7,4.24,0.09,0.92,136.47,23.11,16.68,0,1002.2,55,,0.65,36,7/18/2025 9:00,,-0.935016243,29,-0.354604887,130,11.2,
3,464.23,1,18,4,199,-0.95993269,-0.280230675,22.9,10,0,7,4.97,0.09,1.05,137.67,24.06,17.46,0,1003,47,,0.71,36,7/18/2025 10:00,,-0.935016243,29,-0.354604887,90,19,
3,466.26,1,18,4,199,-0.95993269,-0.280230675,22.9,11,0,7,6.12,0.08,1.27,137.46,25.14,18.21,0,1003,47,,0.77,36,7/18/2025 11:00,,-0.935016243,29,-0.354604887,50,22,
3,470.14,2,18,4,199,-0.95993269,-0.280230675,25.2,12,0,7,7.22,0.08,1.6,136.97,26.03,18.73,0,1000.2,54,,0.82,36,7/18/2025 12:00,,-0.935016243,29,-0.354604887,310,7.6,
3,488.85,2,18,4,199,-0.95993269,-0.280230675,22.9,13,0,7,10.98,0.07,2.69,132.75,28.65,20.27,0,1002,47,,0.89,36,7/18/2025 13:00,,-0.935016243,29,-0.354604887,50,22,
3,517.91,2,18,4,199,-0.95993269,-0.280230675,23,14,0,7,16.87,0.02,4.19,125,32.56,22.63,0,1001,56,,1.01,33,7/18/2025 14:00,,-0.935016243,29,-0.354604887,90,19,
3,545.62,2,18,4,199,-0.95993269,-0.280230675,26.8,15,0,7,22.51,0,4.9,118.86,36.17,24.79,0,1000.7,70,,1.12,33,7/18/2025 15:00,,-0.935016243,29,-0.354604887,310,3.6,
3,569.55,2,18,4,199,-0.95993269,-0.280230675,23.9,16,0,7,27.83,0,5.59,109.56,39.12,26.7,0,1002,66,,1.17,31,7/18/2025 16:00,,-0.935016243,29,-0.354604887,310,15,
3,601.68,3,18,4,199,-0.95993269,-0.280230675,23.9,17,0,7,30.61,0,6.49,98.69,42.46,28.78,0,1002,66,,1.12,31,7/18/2025 17:00,,-0.935016243,29,-0.354604887,310,15,
3,627.99,3,18,4,199,-0.95993269,-0.280230675,26.9,18,0,7,30.83,0,7.17,89.88,45.6,30.46,0,1001.2,79,,1.03,31,7/18/2025 18:00,,-0.935016243,29,-0.354604887,360,3.6,
3,640.63,2,18,4,199,-0.95993269,-0.280230675,23.9,19,0,7,29.96,0,7.58,81.92,47.79,31.43,0,1001,70,,0.9,30,7/18/2025 19:00,,-0.935016243,29,-0.354604887,310,15,
3,650.53,1,18,4,199,-0.95993269,-0.280230675,25.1,20,0,7,28.48,0,7.68,74.06,49.9,32.5,0,1001,75,,0.74,30,7/18/2025 20:00,,-0.935016243,29,-0.354604887,310,11,
3,660.01,1,18,4,199,-0.95993269,-0.280230675,26.8,21,0,7,26.62,0,7.66,66.8,52.03,33.66,0,1000.3,88,,0.62,29,7/18/2025 21:00,,-0.935016243,29,-0.354604887,0,0,
3,665.81,2,18,4,199,-0.95993269,-0.280230675,25,22,0,7,24.86,0,7.58,60.96,53.98,34.68,0,1000,79,,0.55,29,7/18/2025 22:00,,-0.935016243,29,-0.354604887,310,11,
3,670.99,3,18,4,199,-0.95993269,-0.280230675,25,23,0,7,24.37,0,7.54,56.1,56,35.65,0,1000,79,,0.51,29,7/18/2025 23:00,,-0.935016243,29,-0.354604887,310,11,
3,677.51,2,19,5,200,-0.954966755,-0.296712819,25.8,0,1,7,25.66,0,7.63,51.87,58.36,36.93,0,1000.4,88,,0.52,28,7/19/2025 0:00,,-0.935016243,29,-0.354604887,0,0,
3,679.37,2,19,5,200,-0.954966755,-0.296712819,25,1,1,7,26.98,0,7.77,48.4,59.4,37.46,0,1000,79,,0.56,29,7/19/2025 1:00,,-0.935016243,29,-0.354604887,310,7,
3,692,1,19,5,200,-0.954966755,-0.296712819,25,2,1,7,25.15,0.22,7.99,45.9,60.08,37.37,0,1003,79,,0.61,29,7/19/2025 2:00,,-0.935016243,29,-0.354604887,310,7,
3,707.67,1,19,5,200,-0.954966755,-0.296712819,26.6,3,1,7,24.69,0.77,7.87,49.51,62.11,37.88,0,1001.7,82,,0.69,30,7/19/2025 3:00,,-0.935016243,29,-0.354604887,310,3.6,
3,576.51,1,19,5,200,-0.954966755,-0.296712819,25.1,4,1,7,13.89,0.18,2.8,108.46,62.76,33.49,0,1002,67,,1.17,32,7/19/2025 4:00,,-0.935016243,29,-0.354604887,360,11,
3,540.21,3,19,5,200,-0.954966755,-0.296712819,25.9,5,1,7,11.1,0.14,1.59,122.74,56.62,30.46,0,1002,63,,1.26,34,7/19/2025 5:00,,-0.935016243,29,-0.354604887,50,11,
3,521.18,3,19,5,200,-0.954966755,-0.296712819,27.3,6,1,7,10,0.12,1.04,129.87,52.3,29.42,0,999.8,61,,1.17,36,7/19/2025 6:00,,-0.935016243,29,-0.354604887,50,3.6,
3,486.62,3,19,5,200,-0.954966755,-0.296712819,26.1,7,1,7,7.78,0.08,0.65,132.7,39.43,23.62,0,1001,57,,0.85,36,7/19/2025 7:00,,-0.935016243,29,-0.354604887,310,15,
3,458.09,3,19,5,200,-0.954966755,-0.296712819,26.1,8,1,7,6.88,0.07,0.56,128.71,33.09,20.6,0,1001,57,,0.69,36,7/19/2025 8:00,,-0.935016243,29,-0.354604887,310,15,
3,443.2,3,19,5,200,-0.954966755,-0.296712819,27,9,1,7,6.83,0.07,0.55,125.48,32.07,20.33,0,996.9,54,,0.64,38,7/19/2025 9:00,,-0.935016243,29,-0.354604887,310,7.6,
3,442.72,1,19,5,200,-0.954966755,-0.296712819,24.1,10,1,7,7.83,0.08,0.66,124.77,33.42,21.32,0,1001,48,,0.66,37,7/19/2025 10:00,,-0.935016243,29,-0.354604887,90,19,
3,445.94,1,19,5,200,-0.954966755,-0.296712819,23.1,11,1,7,9.79,0.1,0.9,123.96,36,22.92,0,998,45,,0.72,37,7/19/2025 11:00,,-0.935016243,29,-0.354604887,130,19,
3,451.19,1,19,5,200,-0.954966755,-0.296712819,26.6,12,1,7,11.73,0.12,1.26,123.52,38.43,24.32,0,993.8,50,,0.79,39,7/19/2025 12:00,,-0.935016243,29,-0.354604887,310,3.6,
3,468.1,1,19,5,200,-0.954966755,-0.296712819,24.1,13,1,7,15.39,0.13,2.26,120.44,41.55,26.09,0,996,43,,0.88,39,7/19/2025 13:00,,-0.935016243,29,-0.354604887,90,19,
3,491.77,1,19,5,200,-0.954966755,-0.296712819,24.9,14,1,7,19.65,0.05,3.67,113.22,45.32,28.25,0,996,56,,0.97,35,7/19/2025 14:00,,-0.935016243,29,-0.354604887,50,19,
3,513.63,5,19,5,200,-0.954966755,-0.296712819,26.9,15,1,7,22.88,0,4.45,106.5,49.18,30.39,0,995,65,,1.04,34.5,7/19/2025 15:00,,-0.935016243,29,-0.354604887,0,0,
3,529.29,5,19,5,200,-0.954966755,-0.296712819,24,16,1,7,25.22,0,4.84,100.13,52.25,32.18,0,996,56,,1.02,34,7/19/2025 16:00,,-0.935016243,29,-0.354604887,310,15,
3,546.06,5,19,5,200,-0.954966755,-0.296712819,25,17,1,7,26.62,0,5.12,95.37,55.25,33.96,0,997,63,,0.97,33,7/19/2025 17:00,,-0.935016243,29,-0.354604887,310,15,
3,558.33,5,19,5,200,-0.954966755,-0.296712819,26.5,18,1,7,27.01,0,5.19,92.18,57.98,35.43,0,995.8,71,,0.9,32.5,7/19/2025 18:00,,-0.935016243,29,-0.354604887,0,0,
3,562.8,5,19,5,200,-0.954966755,-0.296712819,25,19,1,7,27.32,0,5.22,87.79,60.04,36.52,0,997,63,,0.79,33,7/19/2025 19:00,,-0.935016243,29,-0.354604887,310,15,
3,574.89,5,19,5,200,-0.954966755,-0.296712819,25,20,1,7,28.74,0,5.5,81.39,62.17,37.89,0,998,63,,0.69,33,7/19/2025 20:00,,-0.935016243,29,-0.354604887,310,15,
3,586.13,1,19,5,200,-0.954966755,-0.296712819,25.3,21,1,7,29.61,0,5.72,75.48,64.49,39.37,0,995.1,72,,0.62,31,7/19/2025 21:00,,-0.935016243,29,-0.354604887,0,0,
3,594.94,1,19,5,200,-0.954966755,-0.296712819,25.9,22,1,7,29.21,0,5.88,70.37,66.63,40.57,0,998,79,,0.58,30,7/19/2025 22:00,,-0.935016243,29,-0.354604887,310,15,
3,603.71,1,19,5,200,-0.954966755,-0.296712819,25.9,23,1,7,27.91,0,5.99,66.35,69.3,41.93,0,998,79,,0.56,30,7/19/2025 23:00,,-0.935016243,29,-0.354604887,310,15,
3,612.27,1,20,6,201,-0.949717843,-0.313107041,26.7,0,1,7,26.26,0,6.11,63.18,72.15,43.35,0,995.6,85,,0.55,29.5,7/20/2025 0:00,,-0.935016243,29,-0.354604887,0,0,
3,617.29,1,20,6,201,-0.949717843,-0.313107041,26,1,1,7,25.72,0,6.2,60.27,74.66,44.45,0,998,84,,0.58,29,7/20/2025 1:00,,-0.935016243,29,-0.354604887,310,11,
3,627.25,1,20,6,201,-0.949717843,-0.313107041,25.9,2,1,7,27.99,0.16,6.46,59.05,77.98,45.75,0,999,79,,0.68,30,7/20/2025 2:00,,-0.935016243,29,-0.354604887,310,11,
3,631.94,1,20,6,201,-0.949717843,-0.313107041,27.4,3,1,7,29.85,0.63,5.92,66.51,83.49,47.53,0,997.7,79,,0.88,31.5,7/20/2025 3:00,,-0.935016243,29,-0.354604887,230,3.6,
3,512.57,1,20,6,201,-0.949717843,-0.313107041,27,4,1,7,21.6,0.28,2.42,111.59,83.26,45.17,0,1000,71,,1.68,33,7/20/2025 4:00,,-0.935016243,29,-0.354604887,310,15,
3,481.29,1,20,6,201,-0.949717843,-0.313107041,27,5,1,7,17.53,0.17,1.45,123.23,73.39,43.04,0,1000,71,,1.46,33,7/20/2025 5:00,,-0.935016243,29,-0.354604887,310,15,
3,460.69,1,20,6,201,-0.949717843,-0.313107041,27.3,6,1,7,14.79,0.11,0.98,127.94,69.4,42.74,0,996.6,63,,1.38,35.5,7/20/2025 6:00,,-0.935016243,29,-0.354604887,50,3.6,
3,424.59,1,20,6,201,-0.949717843,-0.313107041,26.1,7,1,7,10.14,0.07,0.57,128.54,63.13,39.19,0,998,57,,1.36,36,7/20/2025 7:00,,-0.935016243,29,-0.354604887,50,7,
3,410.27,1,20,6,201,-0.949717843,-0.313107041,26.1,8,1,7,9.34,0.07,0.52,126.07,58.85,37.93,0,997,51,,1.27,38,7/20/2025 8:00,,-0.935016243,29,-0.354604887,50,11,
3,399.46,1,20,6,201,-0.949717843,-0.313107041,27.6,9,1,7,9.11,0.07,0.53,124.03,56.47,37.82,0,993.4,53,,1.24,39,7/20/2025 9:00,,-0.935016243,29,-0.354604887,50,7.6,
3,393.11,1,20,6,201,-0.949717843,-0.313107041,27,10,1,7,9.18,0.07,0.59,124.02,55.83,38.48,0,996,51,,1.28,39,7/20/2025 10:00,,-0.935016243,29,-0.354604887,50,19,
3,383.9,1,20,6,201,-0.949717843,-0.313107041,24.9,11,1,7,9.53,0.08,0.7,123.68,56.23,39.55,0,995,45,,1.38,39,7/20/2025 11:00,,-0.935016243,29,-0.354604887,50,22,
3,372.24,1,20,6,201,-0.949717843,-0.313107041,27.6,12,1,7,9.86,0.08,0.89,123.03,56.39,40.32,0,992.5,59,,1.48,37,7/20/2025 12:00,,-0.935016243,29,-0.354604887,50,11.2,
3,362.14,1,20,6,201,-0.949717843,-0.313107041,26.1,13,1,7,10.66,0.06,1.29,122,57.43,41.43,0,995,54,,1.64,37,7/20/2025 13:00,,-0.935016243,29,-0.354604887,50,22,
3,350.08,1,20,6,201,-0.949717843,-0.313107041,27,14,1,7,12,0.01,1.85,118.46,59.15,42.63,0,995,60,,1.85,36,7/20/2025 14:00,,-0.935016243,29,-0.354604887,360,22,
3,332.44,1,20,6,201,-0.949717843,-0.313107041,28.9,15,1,7,13.4,0,2.13,114.12,60.3,42.98,0,992.8,71,,1.99,35,7/20/2025 15:00,,-0.935016243,29,-0.354604887,360,3.6,
3,308.46,1,20,6,201,-0.949717843,-0.313107041,27.9,16,1,7,14.74,0,2.25,108.7,60.21,41.92,0,995,67,,1.99,35,7/20/2025 16:00,,-0.935016243,29,-0.354604887,310,15,
3,293.37,1,20,6,201,-0.949717843,-0.313107041,27,17,1,7,16.21,0,2.37,105.05,61.17,41.02,0,997,67,,1.91,34,7/20/2025 17:00,,-0.935016243,29,-0.354604887,310,11,
3,285.26,2,20,6,201,-0.949717843,-0.313107041,28.7,18,1,7,17.4,0,2.47,102.02,62.94,40.3,0,995.2,76,,1.8,33.5,7/20/2025 18:00,,-0.935016243,29,-0.354604887,310,3.6,
3,279.71,2,20,6,201,-0.949717843,-0.313107041,27,19,1,7,18.77,0,2.65,96.86,64.17,39.53,0,998,71,,1.59,33,7/20/2025 19:00,,-0.935016243,29,-0.354604887,310,11,
3,284.61,2,20,6,201,-0.949717843,-0.313107041,27,20,1,7,20.76,0,2.98,91.2,65.73,39.42,0,998,75,,1.37,32,7/20/2025 20:00,,-0.935016243,29,-0.354604887,310,11,
3,290.63,2,20,6,201,-0.949717843,-0.313107041,28.2,21,1,7,22.18,0,3.23,86.05,67.42,39.41,0,994.5,76,,1.19,33,7/20/2025 21:00,,-0.935016243,29,-0.354604887,50,3.6,
3,298.33,2,20,6,201,-0.949717843,-0.313107041,26.9,22,1,7,23.56,0,3.59,80.05,68.58,39.43,0,997,79,,1.03,31,7/20/2025 22:00,,-0.935016243,29,-0.354604887,310,11,
3,310.57,2,20,6,201,-0.949717843,-0.313107041,27,23,1,7,25.02,0,4.16,73.15,69.96,39.89,0,997,84,,0.9,30,7/20/2025 23:00,,-0.935016243,29,-0.354604887,310,11,
3,323.93,1,21,0,202,-0.944187509,-0.329408482,25.3,0,0,7,26.16,0,4.77,66.94,71.63,40.39,0,995.6,72,,0.82,31,7/21/2025 0:00,,-0.885456026,30,-0.464723172,310,3.6,
3,336.3,2,21,0,202,-0.944187509,-0.329408482,25.9,1,0,7,27.23,0,5.33,61.57,73.13,40.63,0,998,79,,0.8,30,7/21/2025 1:00,,-0.885456026,30,-0.464723172,310,11,
